,Entity,Code,Date,Cases,Deaths,Disease,Average Temperature (C),Average Temperature (F),Most Repeated Weather Phrase,Average Wind Speed (mph),Average Wind Speed (kph),Average Wind Degree,Most Repeated Wind Direction,Average Pressure,Average Dew Point,Average Heat Index,Average Visibility,Most Repeated Cloud Cover,Average UV Index,Symptoms
10,India,IND,2009-01-11,84905,,Dengue,24.28030303,75.70454545,Fair,4.772727273,7.680940909,98.63636364,E,29.08272727,52.86363636,75.77272727,1.0,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
11,India,IND,2009-01-12,110872,,Dengue,16.58914729,61.86046512,Fair,4.133333333,6.651938667,266,CALM,29.20023256,48.18604651,61.86046512,0.60744186,FEW,-11.93023256,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
12,India,IND,2009-01-13,99511,,Dengue,12.64550265,54.76190476,Fair,5.210526316,8.385508421,285.2631579,CALM,29.355,47.64285714,54.76190476,0.412619048,CLR,-0.571428571,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
13,India,IND,2009-01-14,67078,,Dengue,14.37830688,57.88095238,Fair,5.864864865,9.438561622,260.2702703,W,29.33341463,46.42857143,57.88095238,0.713023256,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
14,India,IND,2009-01-15,62889,,Dengue,14.5410628,58.17391304,Partly Cloudy,4.972972973,8.003204324,268.3783784,W,29.31,48.23913043,58.17391304,0.677391304,SCT,-23.2173913,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
15,India,IND,2009-01-16,110969,,Dengue,17.04134367,62.6744186,Partly Cloudy,4.285714286,6.897171429,272.8571429,CALM,29.27395349,52.90697674,62.6744186,0.717209302,SCT,-27.97674419,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
16,India,IND,2009-01-17,74770,,Dengue,16.51162791,61.72093023,Mostly Cloudy,4.379310345,7.04779931,274.4827586,CALM,29.23162791,56.30232558,61.72093023,0.467209302,BKN,-36.93023256,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
17,India,IND,2009-01-18,101217,,Dengue,17.83068783,64.0952381,Fair,5.545454545,8.924521818,110.4545455,CALM,29.18380952,58.14285714,64.0952381,0.526428571,FEW,-33.19047619,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
18,India,IND,2009-01-19,64361,,Dengue,15.48941799,59.88095238,Fair,8.057142857,12.96668229,282.8571429,W,29.22357143,54.28571429,59.88095238,0.501428571,FEW,-30.88095238,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
19,India,IND,2009-01-20,90618,,Dengue,13.34795322,56.02631579,Fair,9.421052632,15.16167684,278.6842105,W,29.20868421,46.31578947,56.02631579,1.043421053,FEW,-14.73684211,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
20,India,IND,2009-01-21,89005,,Dengue,13.98611111,57.175,Partly Cloudy,9.625,15.4898975,283,W,29.1685,44.775,57.175,1.0205,SCT,-30.75,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
21,India,IND,2009-01-22,84669,,Dengue,15.04065041,59.07317073,Partly Cloudy,6.736842105,10.84186947,272.1052632,W,29.1595122,47.53658537,59.07317073,0.813658537,SCT,-28.14634146,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
22,India,IND,2009-01-23,100814,,Dengue,15.85365854,60.53658537,Partly Cloudy,8.780487805,14.13079024,277.0731707,W,29.12317073,48.7804878,60.53658537,0.785121951,SCT,-26.43902439,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
23,India,IND,2009-01-24,86602,,Dengue,16.54761905,61.78571429,Partly Cloudy,8.05,12.955187,264.25,W,29.06785714,50.47619048,61.78571429,0.848809524,SCT,-32.33333333,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
24,India,IND,2009-01-25,75726,,Dengue,17.11111111,62.8,Fair,6.833333333,10.99715667,105.2777778,E,29.04933333,54.24444444,62.8,0.532444444,SCT,-18.08888889,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
25,India,IND,2009-01-26,89583,,Dengue,17.79132791,64.02439024,Fair,5.5,8.85137,226.9230769,CALM,29.05243902,53.65853659,64.04878049,1.015853659,CLR,-0.87804878,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
26,India,IND,2009-01-27,98486,,Dengue,16.73280423,62.11904762,Fair,7.692307692,12.37953846,286.1538462,CALM,29.11,49.66666667,62.11904762,1.079047619,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
27,India,IND,2009-01-28,83892,,Dengue,15.66358025,60.19444444,Fair,8.363636364,13.45993455,280.6060606,WNW,29.1175,48.22222222,60.19444444,1.246388889,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
28,India,IND,2009-01-29,109005,,Dengue,15.1754386,59.31578947,Fair,5.611111111,9.030185556,274.4444444,CALM,29.14078947,47.63157895,59.31578947,0.953157895,CLR,-14.81578947,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
29,India,IND,2009-01-30,65859,,Dengue,16.70833333,62.075,Fair,7.444444444,11.98064222,269.2592593,CALM,29.15725,48.8,62.075,0.9315,CLR,-4.875,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
30,India,IND,2009-01-31,41562,,Dengue,15.75880759,60.36585366,Fair,8.609756098,13.85602488,279.5121951,W,29.13414634,45.80487805,60.36585366,1.214878049,CLR,-4.56097561,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
31,India,IND,2009-02-01,84272,,Dengue,11.07235142,51.93023256,Fair,5.0,8.0467,302.5,CALM,29.19348837,44.72093023,51.93023256,0.430465116,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
32,India,IND,2009-02-02,69874,,Dengue,15.70460705,60.26829268,Fair,5.181818182,8.339307273,280.9090909,CALM,29.15317073,45.09756098,60.26829268,1.18,CLR,-6.268292683,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
33,India,IND,2009-02-03,97121,,Dengue,21.49870801,70.69767442,Fair,6.675675676,10.74343189,282.972973,WNW,29.02674419,50.3255814,70.76744186,1.511627907,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
34,India,IND,2009-02-04,98790,,Dengue,27.59259259,81.66666667,Partly Cloudy,7.045454545,11.33853182,257.2727273,CALM,28.96190476,57.26190476,81.9047619,1.525,SCT,-70.83333333,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
35,India,IND,2009-02-05,84705,,Dengue,35.20325203,95.36585366,Fair,8.617647059,13.86872412,197.6470588,NNE,28.84780488,48.24390244,95.36585366,1.081463415,SCT,-107.1707317,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
36,India,IND,2009-02-06,66729,,Dengue,35.24154589,95.43478261,Fair,11.11111111,17.88155556,263.1428571,W,28.71717391,69.73913043,101.7608696,1.391304348,CLR,-46.7173913,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
37,India,IND,2009-02-07,86303,,Dengue,29.92424242,85.86363636,Mostly Cloudy,8.135135135,13.09219838,235.8333333,W,28.67511628,69.56818182,89.90909091,1.636363636,BKN,-152.8863636,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
38,India,IND,2009-02-08,73212,,Dengue,33.11111111,91.6,Partly Cloudy,7.282608696,11.72019348,222.826087,W,28.7223913,75.82222222,104.0666667,2.304347826,SCT,-27.73913043,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
39,India,IND,2009-02-09,66451,,Dengue,29.54780362,85.18604651,Mostly Cloudy,5.517241379,8.879117241,131.0344828,CALM,28.81186047,77.13953488,95.41860465,1.255813953,BKN,-121.8604651,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
40,India,IND,2009-02-10,74511,,Dengue,31.12373737,88.02272727,Fair,6.977777778,11.22961689,95.33333333,E,28.93333333,73.79545455,96.04545455,1.933333333,CLR,-22.71111111,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
41,India,IND,2009-02-11,82323,,Dengue,23.91252955,75.04255319,Fair,5.382978723,8.663042979,100,E,29.16808511,55.17021277,75.21276596,0.999361702,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
42,India,IND,2009-02-12,91202,,Dengue,17.53229974,63.55813953,Fair,4.36,7.0167224,275.2,CALM,29.21116279,47.6744186,63.6744186,0.929069767,CLR,-4.697674419,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
43,India,IND,2009-02-13,92673,,Dengue,16.67958656,62.02325581,Fair,4.697674419,7.560155349,223.0232558,WSW,29.0355814,52.30232558,62.09302326,0.932325581,FEW,-28.6744186,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
44,India,IND,2009-02-14,87510,,Dengue,19.83739837,67.70731707,Partly Cloudy,7.536585366,12.12892829,241.4634146,W,29.07341463,55.02439024,67.87804878,1.139268293,SCT,-26.68292683,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
45,India,IND,2009-02-15,69676,,Dengue,17.18055556,62.925,Fair,8.45,13.598923,292.75,WNW,29.11975,53.6,62.925,1.29025,FEW,-14.75,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
46,India,IND,2009-02-16,76149,,Dengue,15.99415205,60.78947368,Fair,7.135135135,11.48285838,278.9189189,WSW,29.15263158,48.73684211,60.78947368,1.290789474,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
47,India,IND,2009-02-17,77731,,Dengue,16.34920635,61.42857143,Fair,5.676470588,9.135371176,271.1764706,WNW,29.158,48.45714286,61.42857143,1.311142857,CLR,-17.02857143,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
48,India,IND,2009-02-18,61171,,Dengue,16.81944444,62.275,Fair,8.0,12.87472,270.5405405,W,29.1325,50.7,62.275,1.12775,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
49,India,IND,2009-02-19,90614,,Dengue,17.81944444,64.075,Fair,8.225,13.2368215,270.75,W,29.06875,50.175,64.075,1.004,CLR,-2.325,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
50,India,IND,2009-02-20,58369,,Dengue,20.06613757,68.11904762,Fair,5.789473684,9.317231579,284.7368421,WNW,29.14928571,51.66666667,68.16666667,1.133809524,CLR,-1.404761905,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
51,India,IND,2009-02-21,62209,,Dengue,20.24390244,68.43902439,Fair,8.25,13.277055,291.75,NW,29.14219512,51.43902439,68.48780488,1.761463415,CLR,-5.073170732,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
52,India,IND,2009-02-22,58872,,Dengue,20.48048048,68.86486486,Fair,7.125,11.4665475,269.6875,WSW,29.00648649,49.83783784,68.97297297,2.071081081,SCT,-27.7027027,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
53,India,IND,2009-02-23,101144,,Dengue,21.63817664,70.94871795,Partly Cloudy,4.4,7.081096,215,CALM,28.96923077,52.38461538,71.02564103,1.262564103,SCT,-40.07692308,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
54,India,IND,2009-02-24,96373,,Dengue,21.79292929,71.22727273,Fair,7.25,11.667715,279,CALM,28.94681818,56.09090909,71.38636364,1.020909091,FEW,-22.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
55,India,IND,2009-02-25,85981,,Dengue,20.98611111,69.775,Fair,7.885714286,12.69079543,273.1428571,W,28.96875,54.05,69.8,1.5295,FEW,-20.375,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
56,India,IND,2009-02-26,86111,,Dengue,20.86111111,69.55,Fair,7.85,12.633319,301.25,WNW,28.992,46.475,69.65,2.125,CLR,-51.05,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
57,India,IND,2009-02-27,77846,,Dengue,20.41666667,68.75,Fair,9.25,14.886395,295.75,WNW,29.0405,45.725,68.8,1.96675,FEW,-0.525,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
58,India,IND,2009-02-28,117672,,Dengue,19.3019943,66.74358974,Fair,11.17948718,17.9915959,282.8205128,WNW,29.03717949,44,66.76923077,1.677179487,FEW,-5.153846154,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
59,India,IND,2009-03-01,89017,,Dengue,9.308641975,48.75555556,Cloudy,5.129032258,8.254356774,124.1935484,ESE,29.20844444,47.2,48.75555556,0.199333333,OVC,-45.15555556,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
60,India,IND,2009-03-02,86062,,Dengue,17.67195767,63.80952381,Fair,5.470588235,8.804036471,238.8235294,CALM,29.14214286,48.07142857,63.58536585,0.992619048,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
61,India,IND,2009-03-03,82905,,Dengue,24.32748538,75.78947368,Fair,7.375,11.8688825,135,CALM,28.98078947,58.21052632,76.07894737,1.390263158,CLR,-0.315789474,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
62,India,IND,2009-03-04,85506,,Dengue,28.82275132,83.88095238,Partly Cloudy,6.055555556,9.745447778,264.4444444,WNW,28.96071429,51.85714286,84.16666667,1.583333333,SCT,-54.80952381,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
63,India,IND,2009-03-05,63567,,Dengue,33.01767677,91.43181818,Partly Cloudy,7.522727273,12.10662591,123.8636364,E,28.91,55.93181818,91.43181818,1.613636364,SCT,-100.4318182,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
64,India,IND,2009-03-06,109920,,Dengue,36.81712963,98.27083333,Partly Cloudy,11.91666667,19.17796833,265,W,28.711875,66.75,103.2291667,1.25,SCT,-88.97916667,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
65,India,IND,2009-03-07,111589,,Dengue,31.21980676,88.19565217,Mostly Cloudy,5.916666667,9.521928333,162.2222222,E,28.66108696,71.02173913,93.82608696,1.326086957,BKN,-114.5,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
66,India,IND,2009-03-08,107162,,Dengue,33.33333333,92,Partly Cloudy,8.904761905,14.33078952,252.8571429,W,28.70023256,75.27906977,103.3953488,2.522727273,SCT,-38.65909091,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
67,India,IND,2009-03-09,105128,,Dengue,28.69509044,83.65116279,Partly Cloudy,7.804878049,12.56070244,114.8780488,ESE,28.79348837,75.88372093,91.60465116,1.416976744,SCT,-91.37209302,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
68,India,IND,2009-03-10,97172,,Dengue,30.10638298,86.19148936,Fair,6.688888889,10.76469644,111.3333333,ESE,28.90234043,70.65957447,91.06382979,2.255319149,CLR,-25.57446809,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
69,India,IND,2009-03-11,115254,,Dengue,23.37121212,74.06818182,Fair,3.542857143,5.701661714,86.85714286,E,29.20636364,56.75,74.27272727,1.0,SCT,-50.70454545,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
70,India,IND,2009-03-12,88496,,Dengue,16.67989418,62.02380952,Fair,4.111111111,6.616175556,257.2,CALM,29.18904762,47.57142857,62.14285714,0.662857143,CLR,-12.5,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
71,India,IND,2009-03-13,111465,,Dengue,23.32041344,73.97674419,Fair,6.117647059,9.845374118,170.2941176,CALM,29.10790698,49.72093023,74,1.488372093,CLR,-4.279069767,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
72,India,IND,2009-03-14,80203,,Dengue,24.35400517,75.8372093,Fair,5.378378378,8.655639459,125.4054054,E,29.11697674,51.55813953,75.90697674,1.343255814,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
73,India,IND,2009-03-15,108585,,Dengue,23.99691358,75.19444444,Fair,6.263157895,10.07955053,277.3684211,CALM,29.045,55.02777778,75.25,1.441666667,CLR,0.0,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
74,India,IND,2009-03-16,110853,,Dengue,24.31944444,75.775,Fair,4.925925926,7.92748963,288.5185185,CALM,29.03175,54.75,75.95,1.14325,CLR,-7.05,"[""Sudden, high fever"", ""Severe headaches"", ""Pain behind the eyes"", ""Severe joint and muscle pain"", ""Fatigue"", ""Nausea"", ""Vomiting"", ""Skin rash""]"
