,Entity,Code,Date,Cases,Deaths,Disease,Average Temperature (C),Average Temperature (F),Most Repeated Weather Phrase,Average Wind Speed (mph),Average Wind Speed (kph),Average Wind Degree,Most Repeated Wind Direction,Average Pressure,Average Dew Point,Average Heat Index,Average Visibility,Most Repeated Cloud Cover,Average UV Index,Symptoms
58,India,IND,2010-02-28,13,,Cholera,23.30623306,73.95121951,Fair,6.153846154,9.903630769,261.025641,W,29.03365854,56.80487805,74.02439024,1.407560976,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
59,India,IND,2010-03-01,31,,Cholera,11.45833333,52.625,Cloudy,6.0625,9.75662375,182.1875,WSW,29.2415625,52.03125,52.625,0.3709375,OVC,-51.25,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
60,India,IND,2010-03-02,33,,Cholera,15.72751323,60.30952381,Fair,5.717948718,9.20212359,284.3589744,W,29.18190476,44.88095238,60.30952381,1.074285714,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
61,India,IND,2010-03-03,41,,Cholera,24.23076923,75.61538462,Partly Cloudy,5.4,8.690436,237.4285714,W,28.95358974,52.43589744,75.69230769,1.432051282,SCT,-68.66666667,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
62,India,IND,2010-03-04,23,,Cholera,31.25322997,88.25581395,Fair,6.615384615,10.64640308,208.4615385,NW,28.95883721,44.25581395,88.3255814,1.558139535,CLR,-7.511627907,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
63,India,IND,2010-03-05,38,,Cholera,32.10401891,89.78723404,Partly Cloudy,8.361702128,13.4568217,108.0851064,E,28.83978723,58.27659574,89.93617021,1.489361702,SCT,-18.55319149,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
64,India,IND,2010-03-06,27,,Cholera,35.42735043,95.76923077,Partly Cloudy,11.20512821,18.03286103,256.6666667,W,28.83421053,61,96.87179487,0.825641026,SCT,-92.58974359,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
65,India,IND,2010-03-07,40,,Cholera,33.321513,91.9787234,Mostly Cloudy,9.70212766,15.61402213,108.0851064,E,28.76468085,75.10638298,103.2340426,1.063829787,BKN,-132.1914894,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
66,India,IND,2010-03-08,26,,Cholera,29.13711584,84.44680851,Mostly Cloudy,11.1875,18.00449125,90.20833333,E,28.70425532,78.78723404,95.23404255,1.833333333,BKN,-138.375,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
67,India,IND,2010-03-09,29,,Cholera,28.07692308,82.53846154,Mostly Cloudy,5.393939394,8.680682424,164.5454545,SSE,28.81230769,79.05128205,91.58974359,1.153846154,BKN,-104.6153846,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
68,India,IND,2010-03-10,38,,Cholera,28.59173127,83.46511628,Fair,4.038461538,6.499257692,187.3076923,CALM,28.98302326,70.88372093,86.62790698,1.081162791,CLR,-10.44186047,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
69,India,IND,2010-03-11,26,,Cholera,22.63593381,72.74468085,Fair,5.794117647,9.324705294,278.5294118,CALM,29.1425,55.70212766,72.85106383,0.90375,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
70,India,IND,2010-03-12,26,,Cholera,15.38888889,59.7,Fair,5.076923077,8.170495385,277.6923077,CALM,29.17725,47.6,59.7,0.67475,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
71,India,IND,2010-03-13,27,,Cholera,24.75146199,76.55263158,Fair,7.078947368,11.39243316,287.1052632,W,29.07763158,52.63157895,76.71052632,1.766578947,CLR,-7.052631579,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
72,India,IND,2010-03-14,38,,Cholera,24.01709402,75.23076923,Fair,6.58974359,10.60513795,277.4358974,W,28.98205128,54.25641026,75.35897436,1.426666667,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
73,India,IND,2010-03-15,32,,Cholera,24.9382716,76.88888889,Fair,5.87804878,9.459779024,276.8292683,WSW,28.99311111,53.02222222,77.04444444,1.622222222,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
74,India,IND,2010-03-16,26,,Cholera,26.0978836,78.97619048,Fair,5.75,9.253705,110,CALM,29.06238095,54.83333333,79.23809524,1.274761905,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
75,India,IND,2010-03-17,37,,Cholera,26.83574879,80.30434783,Fair,5.35,8.609969,97,E,29.15695652,53.93478261,80.45652174,1.21673913,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
76,India,IND,2010-03-18,29,,Cholera,27.65151515,81.77272727,Fair,5.392857143,8.678940714,237.5,CALM,29.19840909,55.70454545,82,1.2,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
77,India,IND,2010-03-19,32,,Cholera,27.18253968,80.92857143,Fair,6.970588235,11.21804647,275.483871,WNW,29.10357143,57.9047619,81.21428571,1.203571429,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
78,India,IND,2010-03-20,24,,Cholera,27.67676768,81.81818182,Fair,6.333333333,10.19248667,252.8,CALM,29.03159091,58.47727273,82.09090909,1.450681818,CLR,-0.363636364,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
79,India,IND,2010-03-21,34,,Cholera,30.05420054,86.09756098,Fair,8.045454545,12.94787182,280.9090909,CALM,28.95463415,55.41463415,86.24390244,1.067804878,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
80,India,IND,2010-03-22,26,,Cholera,29.92248062,85.86046512,Fair,7.575757576,12.1919697,266.3636364,CALM,28.84302326,54.13953488,86.02325581,1.346976744,CLR,-9.325581395,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
81,India,IND,2010-03-23,40,,Cholera,30.3030303,86.54545455,Fair,7.12,11.4585008,234.4,CALM,28.79386364,47.61363636,86.81818182,1.456590909,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
82,India,IND,2010-03-24,22,,Cholera,30.69767442,87.25581395,Fair,6.875,11.0642125,217.0833333,CALM,28.83604651,48.79069767,87.30232558,1.511627907,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
83,India,IND,2010-03-25,23,,Cholera,29.8015873,85.64285714,Mostly Cloudy,4.5,7.24203,210.6666667,CALM,28.87285714,54.42857143,85.88095238,1.243333333,BKN,-93.30952381,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
84,India,IND,2010-03-26,25,,Cholera,30.55555556,87,Fair,4.9375,7.94611625,148.75,CALM,28.8855814,49.58139535,87.23255814,1.294186047,SCT,-10.46511628,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
85,India,IND,2010-03-27,33,,Cholera,30.81395349,87.46511628,Fair,7.032258065,11.31729419,279.6774194,NW,28.92395349,49.74418605,87.69767442,1.409069767,CLR,-15.41860465,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
86,India,IND,2010-03-28,31,,Cholera,29.12878788,84.43181818,Fair,7.113636364,11.44825955,279.0909091,WNW,28.93522727,50.61363636,84.47727273,1.409090909,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
87,India,IND,2010-03-29,22,,Cholera,29.55808081,85.20454545,Fair,7.621621622,12.26578054,271.8918919,WNW,28.91204545,51.09090909,85.25,1.521136364,CLR,0.0,"[""Profuse watery diarrhea"", ""Nausea"", ""Vomiting"", ""Muscle cramps"", ""Dehydration"", ""Shock""]"
